image_date,minx,miny,maxx,maxy,MEAN_SOLAR_ZENITH_ANGLE,CLOUDY_PIXEL_PERCENTAGE,AREA,VEGETATION_PERCENTAGE,THIN_CIRRUS_PERCENTAGE
2021-06-04_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,22.3906904719645,5.854424,48PWT,61.777818,0.757178
2021-06-19_03-35-04,104.08361694068904,10.76577099881297,105.08948704583928,11.760133231872322,24.1997017318516,8.568623,48PVT,50.462627,7.055417
2021-06-29_03-35-46,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,25.2271828450479,9.011294,48PWQ,2.144041,1.882456
2021-06-14_03-35-48,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,25.3350015373915,9.590068,48PVQ,3.196223,1.63732
2021-06-27_03-45-17,103.17035103578527,9.85756950139428,104.17542849919349,10.854464395757088,23.67027204323,9.829927,48PUS,14.15673,0.003011
2021-06-04_03-35-36,103.5834753049168,8.955663911022066,104.17938983366636,9.950485237113282,24.7681687446416,11.416307,48PUR,0.051199,10.100383
2021-06-14_03-35-45,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,24.6406648220061,11.489391,48PWQ,1.958948,3.202036
2021-06-04_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,22.8417789725494,12.168932,48PWS,61.827523,2.237007
2021-06-04_03-35-19,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,23.5780969122719,12.685897,48PVS,26.456568,7.531563
2021-06-29_03-35-05,104.08356917816565,10.76577099881297,105.08948704583928,11.76013322739928,24.5411242960942,12.943834,48PVT,44.89783,8.975348
2021-06-04_03-35-34,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,24.0378995526133,13.26484,48PVR,6.235198,6.952475
2021-06-24_03-35-44,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,25.1324182206594,13.708182,48PWQ,1.838066,6.24626
2021-06-04_03-34-58,105.91454112647963,10.762282439184949,106.92510452852471,11.758657843410626,21.6485769293187,14.215216,48PXT,61.528385,1.278184
2021-06-14_03-35-02,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,23.1660671198488,14.392502,48PWT,54.520494,1.373599
2021-06-29_03-35-17,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,24.2483565365277,15.255553,48PWS,55.607754,3.24164
2021-06-04_03-35-45,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,23.8165554343129,17.779669,48PWQ,1.814251,10.975292
2021-06-29_03-35-31,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,24.7267539048299,17.820374,48PWR,31.956634,2.297049
2021-06-11_03-25-17,106.3009470525377,9.857075849513782,106.9190801917226,10.851816591934696,24.7060319640222,18.053161,48PXS,33.889529,6.64473
2021-06-29_03-35-34,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,25.4456007995327,18.282361,48PVR,9.014943,11.542523
2021-06-04_03-35-12,105.91193437545276,9.859055326217332,106.752467204522,10.854211396475144,22.1161214619665,19.781084,48PXS,50.581372,1.699466
2021-06-04_03-35-30,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,23.3173791859073,20.585209,48PWR,23.236363,2.312352
2021-06-29_03-35-02,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,23.792673482127,20.679813,48PWT,51.852828,13.628766
2021-06-19_03-35-22,103.79862779708004,9.860362026996189,104.17725512940856,10.854464395757088,25.3880486364203,21.171658,48PUS,30.108881,15.54047
2021-06-11_03-25-03,106.501074161976,10.761188228150424,106.92510452852471,11.754946914161684,24.2607152296576,21.196998,48PXT,49.815539,4.115045
2021-06-04_03-35-22,103.78330057378471,9.860305828808086,104.17725512940856,10.854464395757088,24.323474536595,21.522455,48PUS,25.629562,12.532882
2021-06-29_03-34-59,105.91454112647963,10.762226146012692,106.92510452852471,11.758657843410626,23.0536774781907,22.520768,48PXT,52.946532,4.926928
2021-06-04_03-35-27,105.90956829950066,8.956024710461774,106.5448041413803,9.950253775617009,22.6082170949378,22.924231,48PXR,22.746459,12.032176
2021-06-29_03-35-28,105.90956829950066,8.955986241681995,106.55574838246709,9.950253775617009,24.018624549273,24.31576,48PXR,26.955989,8.790542
2021-06-14_03-35-31,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,24.1267372574675,24.686895,48PWR,22.484413,1.196327
2021-06-29_03-35-13,105.91193437545276,9.85900487131398,106.76340856349668,10.854211396475144,23.5247809120918,24.821889,48PXS,48.010582,2.356657
2021-06-14_03-35-27,105.90956829950066,8.956020749945552,106.54608147851084,9.950253775617009,23.4285153871702,24.828681,48PXR,20.10991,1.801044
2021-06-04_03-35-48,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,24.5212716826441,25.510958,48PVQ,2.912555,17.565599
2021-06-02_03-45-17,103.17035103578527,9.85756950139428,104.17547434200476,10.854464395757088,22.1065442308883,25.886673,48PUS,14.475271,14.418523
2021-06-24_03-34-57,105.91454112647963,10.762256864518424,106.92510452852471,11.758657843410626,22.9378032455419,27.585668,48PXT,49.106467,3.264632
2021-06-29_03-35-23,103.79533709336708,9.860349057903507,104.17725512940856,10.854464395757088,25.7243439771102,27.718681,48PUS,20.271276,9.694455
2021-06-14_03-35-12,105.91193437545276,9.859048712997694,106.75338164124582,10.854211396475144,22.9206565052916,27.91442,48PXS,44.401297,3.627062
2021-06-14_03-34-58,105.91454112647963,10.762278338404135,106.92510452852471,11.758657843410626,22.4356399202618,28.693126,48PXT,46.729186,2.603693
2021-06-14_03-35-05,104.08344600587044,10.76577099881297,105.08948704583928,11.76013323825948,23.9067238697436,28.856466,48PVT,33.692881,0.911577
2021-06-24_03-35-30,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,24.6231720633239,28.901168,48PWR,27.606964,1.210919
2021-06-24_03-35-27,105.90956829950066,8.956005396334351,106.55018533662228,9.950253775617009,23.9215058324321,29.025117,48PXR,20.644531,9.450506
2021-06-19_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,23.4595439551701,29.356353,48PWT,47.682282,24.717201
2021-06-24_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,23.6707803204101,29.788826,48PWT,37.443703,3.949934
2021-06-17_03-45-32,103.17560615147838,8.953902438142253,104.03053473583776,9.950092658930703,23.7792548754033,32.559548,48PUR,0.028875,13.424608
2021-06-24_03-35-04,104.08348021054016,10.76577099881297,105.08948704583928,11.760133243657547,24.4136049711325,32.604988,48PVT,26.386908,1.556597
2021-06-14_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,23.6349576510638,33.142838,48PWS,46.613204,4.575657
2021-06-02_03-45-32,103.17560615147838,8.953902438142253,104.03710537243154,9.950111645803483,22.5831682900746,33.603889,48PUR,0.163429,17.665808
2021-06-29_03-35-37,103.596015659765,8.955711654218598,104.17938983366636,9.950485237113282,26.1736651479845,33.763298,48PUR,0.04516,29.090089
2021-06-14_03-35-34,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,24.8364971035201,34.89446,48PVR,5.274853,9.912638
2021-06-19_03-35-36,103.59984067381995,8.95572555019442,104.17938983366636,9.950485237113282,25.8501001527026,35.208799,48PUR,0.032919,26.482829
2021-06-19_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,25.1305945674603,36.295516,48PVR,4.405287,19.110447
2021-06-19_03-35-19,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,24.6538899633982,37.093826,48PVS,23.316784,29.846331
2021-06-19_03-34-57,105.91454112647963,10.76220553099165,106.92510452852471,11.758657843410626,22.7295035686807,37.737598,48PXT,46.626097,12.082306
2021-06-17_03-45-17,103.17035103578527,9.85756950139428,104.1753990604907,10.854464395757088,23.2800302809304,38.26822,48PUS,14.415595,3.652733
2021-06-29_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,24.9820426429019,39.723751,48PVS,22.19307,25.140491
2021-06-24_03-35-12,105.91193437545276,9.859031372991154,106.75740544146774,10.854211396475144,23.4184152389138,39.74501,48PXS,37.164795,11.137792
2021-06-16_03-25-16,106.31626411786384,9.857075849513782,106.9190801917226,10.851743401183288,25.0429670774734,41.649778,48PXS,23.533241,4.108221
2021-06-09_03-35-45,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,24.2649257772883,45.889556,48PWQ,0.000315,21.595775
2021-06-24_03-35-19,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,24.8635262934637,47.207955,48PVS,17.722762,18.268894
2021-06-19_03-35-44,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,24.9347367517215,49.1228,48PWQ,1.357915,36.570281
2021-07-04_03-35-05,104.08348021054016,10.765771015142654,105.08948704583928,11.760133219819286,24.5902312441713,3.091484,48PVT,53.294617,2.055888
2021-07-02_03-45-33,103.17560615147838,8.953902438142253,104.03792468633054,9.950113972787742,24.1984363516573,4.895968,48PUR,0.109158,0.238611
2021-07-04_03-35-02,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,23.8333960126489,6.523778,48PWT,58.720458,2.352154
2021-07-02_03-45-18,103.17035112378667,9.85756950139428,104.17548063763375,10.854464395757088,23.7215358102731,8.169733,48PUS,14.529049,0.135102
2021-07-04_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.85557033221313,25.0172915400653,11.874224,48PVS,34.03531,7.56601
2021-07-04_03-35-28,105.90956829950066,8.956015115420657,106.54799664442042,9.950253775617009,24.0221503518777,14.596507,48PXR,35.76377,4.291704
2021-07-01_03-25-17,106.30477540232629,9.857075849513782,106.9190801917226,10.851800358829236,25.5717609475455,15.520456,48PXS,36.48321,5.472447
2021-07-17_03-45-33,103.17560615147838,8.953902438142253,104.02971511103787,9.95009029020285,23.7464045946806,16.548511,48PUR,0.160794,13.164096
2021-07-01_03-25-32,106.10603177650196,8.953454850958392,106.91356853559611,9.948875753702678,26.0252688594385,17.058362,48PXR,7.171973,12.101495
2021-07-04_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,24.274953340295,17.146532,48PWS,52.466649,1.14349
2021-07-17_03-45-18,103.17035112378667,9.85756950139428,104.17539178948677,10.854464395757088,23.3336799924553,17.404761,48PUS,12.63738,1.640994
2021-07-11_03-25-33,106.10330337154272,8.953454850958392,106.91356853559611,9.948884447829617,25.9118753876878,18.660174,48PXR,4.733692,13.944179
2021-07-04_03-35-13,105.91193437545276,9.859042088024328,106.757361613143,10.854211396475144,23.542204832037,21.430676,48PXS,51.782984,2.072281
2021-07-29_03-35-04,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,22.8118496223941,29.420152,48PWT,35.357416,0.985193
2021-07-26_03-25-34,106.10929941724606,8.953454850958392,106.91356853559611,9.94886062058682,25.0905738335524,30.406833,48PXR,4.841653,15.930985
2021-07-27_03-45-33,103.17560615147838,8.953902438142253,104.03053473583776,9.950092658930703,23.0075610685511,33.090596,48PUR,0.142121,22.695921
2021-07-04_03-35-37,103.58728856404532,8.95567786209715,104.17938983366636,9.950485237113282,26.2039049403218,35.333554,48PUR,0.039666,26.1565
2021-07-31_03-25-33,106.10494039200184,8.953454850958392,106.91356853559611,9.948880368793692,24.6881878306135,36.370992,48PXR,1.396759,18.542215
2021-07-04_03-35-49,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,25.9400100661691,38.946215,48PVQ,1.110623,20.607716
2021-07-26_03-25-19,106.30860526122414,9.857075849513782,106.9190801917226,10.85178126969972,24.7582245235767,40.701071,48PXS,23.104376,2.745592
2021-07-29_03-35-00,105.91454112647963,10.762246585179522,106.92510452852471,11.758657843410626,21.9898297858594,40.767239,48PXT,36.956224,0.489714
2021-07-04_03-35-23,103.78604418279352,9.86031706051952,104.17725512940856,10.854464395757088,25.7677553385687,41.289403,48PUS,25.683492,24.444076
2021-07-04_03-35-45,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,25.2269151972737,42.074631,48PWQ,0.580625,21.446876
2021-07-11_03-25-04,106.50162456031036,10.761188228150424,106.92510452852471,11.754940299445536,25.0968042038574,43.644356,48PXT,38.259935,10.385696
2021-07-04_03-34-58,105.91454112647963,10.762271204875168,106.92510452852471,11.758657843410626,23.0854839292865,45.498325,48PXT,26.98794,6.574243
2021-08-18_03-35-17,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,21.3565404764577,9.784793,48PWS,52.019972,1.996994
2021-08-18_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,22.2330087193284,13.230439,48PVS,36.736834,8.651376
2021-08-18_03-35-03,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.2854579607454,22.072255,48PWT,39.161906,8.660838
2021-08-10_03-25-32,106.10766890954127,8.953454850958392,106.91356853559611,9.948869262857286,23.7643090468494,24.308746,48PXR,4.065002,10.78629
2021-08-21_03-45-19,103.17035103578527,9.85756950139428,104.17546281479744,10.854464395757088,20.4534986059473,25.020705,48PUS,17.156389,0.006714
2021-08-18_03-35-24,103.79315064539928,9.860341901246311,104.17725512940856,10.854464395757088,23.109682359449,29.750535,48PUS,18.730758,7.823271
2021-08-18_03-35-14,105.91193437545276,9.859017301151898,106.76014891377324,10.854211396475144,20.4811339450742,29.763219,48PXS,48.308045,14.661159
2021-08-11_03-45-29,103.17560615147838,9.434644934832532,104.03710377792328,9.950111645803483,21.5137301821487,30.17881,48PUR,0.066749,15.900406
2021-08-18_03-35-06,104.08352132704532,10.76577099881297,105.08948704583928,11.760133245509548,22.1669226330728,30.582085,48PVT,44.308203,20.824923
2021-08-21_03-45-33,103.17560579945784,8.953902438142253,104.03582746849898,9.95010793505726,20.5156389264077,31.385061,48PUR,0.171611,2.346002
2021-08-28_03-35-17,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.6797473229323,34.733035,48PWS,36.968619,12.37411
2021-08-18_03-35-35,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,22.3335636964168,35.823537,48PVR,5.827884,19.872847
2021-08-10_03-25-17,106.3064165049929,9.857075849513782,106.9190801917226,10.8517894557941,23.5672516542355,36.348006,48PXS,20.455015,3.7218
2021-08-13_03-35-04,104.08350759200457,10.76577099881297,105.08948704583928,11.760133219796716,22.5292307753659,40.108071,48PVT,24.947901,3.615541
2021-08-13_03-35-44,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,22.1712619456812,42.235954,48PWQ,0.746139,20.159481
2021-08-13_03-35-18,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,22.6590068396571,42.245948,48PVS,20.962286,2.854387
2021-08-11_03-45-19,103.17035112378667,9.857569570335816,104.17547815485048,10.854464395757088,21.3176194423691,44.812173,48PUS,5.403101,6.669232
2021-08-18_03-35-32,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,21.4633574776096,44.953351,48PWR,29.541633,18.53995
2021-08-18_03-35-38,103.5938384889271,8.955702826083451,104.17938983366636,9.950485237113282,23.204426573979,45.162806,48PUR,0.047191,17.876628
2021-08-13_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.6579629615935,47.730655,48PWT,20.454319,2.00432
2021-09-29_03-25-30,106.10439465718107,8.953454850958392,106.91356853559611,9.948882234722392,23.0476435429974,11.395272,48PXR,4.766313,1.423845
2021-09-22_03-35-42,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.4473628901715,17.523571,48PWQ,1.970995,4.20626
2021-09-17_03-35-23,103.7915112306006,9.860336638382591,104.17725512940856,10.854464395757088,22.5005872552109,19.865481,48PUS,17.555992,5.299977
2021-09-02_03-35-00,104.08348021054016,10.76577099881297,105.08948704583928,11.760133230370062,21.5545676531881,22.753792,48PVT,44.592765,8.077325
2021-09-17_03-35-06,104.08341171259598,10.76577099881297,105.08948704583928,11.760133249824438,22.0619436884917,23.548162,48PVT,48.70083,0.154533
2021-09-27_03-35-37,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,22.1880317906407,23.682347,48PVR,4.245258,10.420523
2021-09-27_03-35-01,105.91454112647963,10.76227317715148,106.92510452852471,11.758657843410626,21.7509872389592,25.80465,48PXT,52.707136,5.639691
2021-09-27_03-35-51,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.7058971961966,25.807685,48PVQ,1.745485,11.182156
2021-09-29_03-25-15,106.30313431292718,9.857075849513782,106.9190801917226,10.85180851989022,23.5621896607364,28.14855,48PXS,21.812403,2.609769
2021-09-17_03-34-59,105.91454112647963,10.762246643831228,106.92510452852471,11.758657843410626,20.4366756623663,28.960587,48PXT,45.162651,0.100436
2021-09-27_03-35-39,103.5878300450628,8.955679197463445,104.17938983366636,9.950485237113282,22.9661101337733,29.205155,48PUR,0.080126,27.515915
2021-09-27_03-35-25,103.7871303593428,9.860319666184264,104.17725512940856,10.854464395757088,23.458685909127,29.8747,48PUS,14.965521,11.738053
2021-09-17_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,21.6692105154504,29.974173,48PVS,16.745897,7.942206
2021-09-27_03-35-04,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,22.4822271701414,30.812454,48PWT,34.396979,12.769368
2021-09-27_03-35-48,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.9209427863805,31.855913,48PWQ,1.827389,14.438392
